,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
194,5,f3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"4n,",5,f2,f3,s2,f3,s2,f3,s2,f1,f1,f2,s2,f2,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,6,r2,f+1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"5n,",5,b;2,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,4,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,4,f2,f3,b2,f1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,4,b2,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"4n,",5,f2,f1,f2,b2,f3,s2,f2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"6d,",5,b2,f2,b2,b2,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"6n,",5,b2,b3,b2,b2,b2,b1,f3,s2,s2,f2,f2,f3,b2,f1,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,4,b2,f2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"4n,",5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,4,b2,f2,b2,b+1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"4n,",4,f2,f1,f1,f2,f2,b2,f2,f1,l2,f3,s2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,6,b2,f-3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,6,r2,f+3,m3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,6,b2,f3,b2,b3,b2,f3,b2,f2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"6n,",4,b3,b1,f3,b2,b3,b2,b2,b2,b2,b2,b3,s3,f3,s2,f2,s2,b;2,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,6,b2,f3,b2,f+1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"4d,",5,f2,f2,f3,b2,f1,f1,r2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,6,r2,f1,f1,f3,m2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,4,f2,b3,s3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,4,f2,f2,f3,b1,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"6d,",5,b3,b1,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,4,f2,f2,b2,f3,b2,f3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"6d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"4w,",5,b2,f2,b2,f2,b2,b3,b2,b2,f2,f2,b2,f2,f1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,4,b3,b2,s3,s3,f1,f2,f2,b3,s2,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,6,f2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"6d,",5,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,4,b3,b1,f2,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"6d,",5,f2,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,6,r2,f3,b2,b2,f2,b2,b2,b3,s3,f2,s3,b2,b3,b2,b3,b2,b3,b2,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"4n,",6,b2,b2,b2,f3,b2,f1,f2,f3,b3,s3,b2,f;1,f2,u1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"4d,",5,b2,f2,f2,b2,b2,s2,f2,b3,b3,b2,f2,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,6,b1,f3,f2,f2,b2,s2,f1,f1,f2,b1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"6d,",4,b2,f2,f2,f2,f1,f1,f2,f2,b2,f2,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"4n,",6,b3,b3,b2,f2,f1,s2,f+3,m2,o3,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"4d,",5,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,4,f2,b+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"4n,",4,f2,f+2,b2,z1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"6d,",6,b2,b2,b3,b3,b2,f2,f2,f3,b2,b3,b2,b3,b;2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"4n,",4,f2,f1,f2,f3,b2,u2,b-3,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,4+,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"6d,",6,b2,b2,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"4n,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"4w,",4,f2,f2,f1,f1,f2,f2,s2,f3,b1,f+1,l2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,6,r2,f+3,m2,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,6,r2,f1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,4,f2,b2,f1,f1,u2,f-2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"4d,",5,f2,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,6,b2,f3,m3,o2,f2,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,6,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"5d,",5,b3,b2,b2,f2,f2,f3,s2w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"6d,",4,f2,f2,b3,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,4,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,4,f2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,4,b2,b2,f3,s2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"6d,",5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,"4d,",5,f2,b3,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"6d,",5,f2,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,6,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,4,r2,f+3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,4,r2,s2,f+2,b2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"4d,",5,b2,f2,f1,f2,f2,b3,s2,f3,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"4d,",4,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"6w,",5,f2,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,5,b2,f+3,s2,f1-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"4d,",4,f2,b2,b3,s2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,4+,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"6d,",6,b2,b2,b3,b2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"6d,",5,b2,f1,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"4n,",4,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"4n,",5,b2,b2,b;3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,4,f19,f29,b37,b38,b38,b38,b38,b39,b38,b38,b39,b37,b38,b37,b39,b37,b18,f29,b39,b39,b38,s38,b;38,s19,f18,f29,f19,f28,f38w@,,,,,,,,,,,,,,,,,,,,,,,,
287,"4d,",6,f28,f17,f38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,"5n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"4w,",5,b29,f29,b38,f38,b38,s38,b37,s38,b38,b38,b38,s28,f38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,5,b27,f38,b38,f38,s18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"4n,",6,f28,f29,b28,f19,f29,b29,b37,s39,f38,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,4,r28,f38,b38,b39,b38,b38,b28,f18,f18,f18,f18,f17,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,4,f28,b28,b38,b28,f18,f;27,f+19,f3,z3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,4,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,"6n,",4,f28,f+39,s3,z38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,"4n,",5,b37,b38,b38,b39,b39,b38,b37,b38,f19,f18,f29,b38,b39,b38,b37,b38,b28,b28,f28,b38,b38,b28,b19,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"6d,",4,f18,f29,b27,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,4,b38,f28,b29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,"5n,",6,b28,f29,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,6,f39,b38,b39,b39,b38,b38,b39,b38,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,"6d,",5,b27,b38,s39,b38,b38,b38,b28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,5,f38,f18,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,5,f27,f39,b29,f38,b19,f18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,6,f28,b39,b28,b38,f38,b38,f39,b17,f27,f+38,s2,v^3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,5,f28,f17,f28,f37,b37,f39,b29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,6,f27,f+39,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"4n,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,4,b37,b38,b37,b+19,r27,f-38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,"6n,",5,b28,b18,f18,f38,b29,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,"6d,",6,f38,b38,b37,b19,f37,b38,b28,b38,s37,s39,s29,f39,b29,f18,f28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,6,b39,b39,b39,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,"c4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,"6d,",4,f19,f28,f+38,b27,i#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,5,b29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,"6d,",4,f29,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,"6n,",5,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,5,b37,f29,f27,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,"6d,",4,f28,b28,b38,b28,f27,f39,b38,f18,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,"4n,",5,b38,b38,b38,b18,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,4,f28,f+38,b2,z19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,6,f38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,5,b27,f17,f19,f29,f38,b39,f38,b37,f38,b38,b38,b28,b18,f39,b19,f18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,5,b38,b28,f18,f18,f28,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,4,f18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,5,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,4,f29,f29,b28,f37,b38,f39,b38,b29,f27,f29,f37,b37,b38,b38,b39,b38,s38,f37,s39,f38,b39,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,5,b28,f18,f18,f28,b38,b38,b39,b38,b38,f37,b29,f18,f18,f28,b28,b19,f18,f28,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,5,b17,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,"6n,",6,f38,b29,f17,f28,s29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,6,b29,f39,b39,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,6,f29,f18,f29,f18,f29,b;38,b28,f2,k=+38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,"6n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,6,b38,b29,f38,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,6,f27,f39,b37,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,4,f19,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,6,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,6,b28,f28,f29,f17,f18,f29,b38,f38,b28,f18,f17,f19,r27,s+39,m3,o17,f2,o17,f2,v37,s3,z19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,4,b37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,"4x,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,4,f28,r28,s39,f29,b38,f38,b18,r29,f28,f17,f38,b38,b38,b39,b39,b29,f18,f18,f29,b28,y37,b-19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,6,f28,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,6,b29,r27,s38,s39,f39,b29,f18,f18,f29,b29,b29,f38,b38,f39,b29,f27,f+38,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,"5d,",6,f27,f29,f27,r37,s+39,b2,v1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,4,f18,f28,b38,f19,r18,f28,b29,f38,f+37,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,"4w,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,4+,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,"4n,",6,f29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,5,b29,f37,s38,b18,f28,y;17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,"6d,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,c4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,5,b38,b38,b28,b28,f18,f18,f17,f28,f18,f18,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,4,f28,f29,b29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,4,f29,f38,b19,f18,f19,f38,b19,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,"4x,",5,f38,b38,f38,b19,r2,v37,m39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,"4x,",4,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,5,b28,u+37,s-1,v38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,"6n,",4,f28,b+38,s3,z38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,6,f27,f+38,b3,z18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,5,f17,f18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,5,f39,b38,s37,b38,s;37,s-39,b1,v18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,"4n,",5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,6,b19,f19,f18,f39,b38,f38,b37,f39,b38,f19,r28,f39,m29,f28,b37,b38,b37,b38,b38,b39,b38,b17,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,"6d,",6,f38,b39,b38,b19,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,"5d,",4,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,4,s2,v18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,4+,f17,h28,b29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,5,b39,b+37,s2,v19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,"5d,",6,b28,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,4,m19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,"4w,",c4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,6,f27,f39,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,4,f18,f+39,s3,z38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,6,f38,b37,b38,f37,b38,f38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,"5d,",4,f19,f28,f28,b39,b38,b28,b19,f17,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,6,f27,b28,b38,b29,f19,f29,f39,b38,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,5,f17,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,"6w,",4,b38,b29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,4,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,"6d,",5,b39,b37,b38,b37,b29,f37,b28,f19,f29,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
